AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|EVENT_TYPE|POPULATION|SITE|YEAR
<1|~|~|~|~|Incidence|3597900|Larynx|2000
1-4|0.8|1.1|0.9|137|Mortality|15322337|Leukemias|2000
10-14|0.7|1.0|0.8|173|Mortality|20637696|Leukemias|2000
15-19|1.0|1.4|1.2|242|Mortality|20294955|Leukemias|2000
5-9|0.6|0.8|0.7|142|Mortality|20463852|Leukemias|2000
<1|0.7|1.4|1.0|38|Mortality|3855956|Leukemias|2000
1-4|8.0|8.9|8.5|1210|Incidence|14307286|Leukemias|2000
10-14|2.3|2.7|2.5|478|Incidence|19268598|Leukemias|2000
15-19|2.5|3.0|2.7|517|Incidence|18916654|Leukemias|2000
5-9|3.6|4.1|3.8|732|Incidence|19120872|Leukemias|2000
<1|4.0|5.5|4.7|170|Incidence|3597900|Leukemias|2000
1-4|0.1|0.2|0.2|23|Mortality|15322337|Liver and Intrahepatic Bile Duct|2000
10-14|~|~|~|~|Mortality|20637696|Liver and Intrahepatic Bile Duct|2000
15-19|~|~|~|~|Mortality|20294955|Liver and Intrahepatic Bile Duct|2000
5-9|~|~|~|~|Mortality|20463852|Liver and Intrahepatic Bile Duct|2000
<1|~|~|~|~|Mortality|3855956|Liver and Intrahepatic Bile Duct|2000
1-4|0.4|0.6|0.5|67|Incidence|14307286|Liver and Intrahepatic Bile Duct|2000
10-14|0.1|0.2|0.1|21|Incidence|19268598|Liver and Intrahepatic Bile Duct|2000
15-19|0.0|0.1|0.1|16|Incidence|18916654|Liver and Intrahepatic Bile Duct|2000
5-9|~|~|~|~|Incidence|19120872|Liver and Intrahepatic Bile Duct|2000
<1|0.8|1.5|1.1|40|Incidence|3597900|Liver and Intrahepatic Bile Duct|2000
1-4|~|~|~|~|Mortality|15322337|Lung and Bronchus|2000
10-14|~|~|~|~|Mortality|20637696|Lung and Bronchus|2000
15-19|~|~|~|~|Mortality|20294955|Lung and Bronchus|2000
5-9|~|~|~|~|Mortality|20463852|Lung and Bronchus|2000
<1|~|~|~|~|Mortality|3855956|Lung and Bronchus|2000
1-4|~|~|~|~|Incidence|14307286|Lung and Bronchus|2000
10-14|~|~|~|~|Incidence|19268598|Lung and Bronchus|2000
15-19|0.1|0.2|0.1|28|Incidence|18916654|Lung and Bronchus|2000
5-9|~|~|~|~|Incidence|19120872|Lung and Bronchus|2000
<1|~|~|~|~|Incidence|3597900|Lung and Bronchus|2000
1-4|~|~|~|~|Mortality|7485852|Male and Female Breast|2000
10-14|~|~|~|~|Mortality|10063054|Male and Female Breast|2000
15-19|~|~|~|~|Mortality|9854932|Male and Female Breast|2000
5-9|~|~|~|~|Mortality|9984495|Male and Female Breast|2000
<1|~|~|~|~|Mortality|1881822|Male and Female Breast|2000
1-4|~|~|~|~|Incidence|6989803|Male and Female Breast|2000
10-14|~|~|~|~|Incidence|9394953|Male and Female Breast|2000
15-19|~|~|~|~|Incidence|9183440|Male and Female Breast|2000
5-9|~|~|~|~|Incidence|9328742|Male and Female Breast|2000
<1|~|~|~|~|Incidence|1755943|Male and Female Breast|2000
1-4|~|~|~|~|Incidence|6989803|Male and Female Breast, <i>in situ</i>|2000
10-14|~|~|~|~|Incidence|9394953|Male and Female Breast, <i>in situ</i>|2000
15-19|~|~|~|~|Incidence|9183440|Male and Female Breast, <i>in situ</i>|2000
5-9|~|~|~|~|Incidence|9328742|Male and Female Breast, <i>in situ</i>|2000
<1|~|~|~|~|Incidence|1755943|Male and Female Breast, <i>in situ</i>|2000
1-4|~|~|~|~|Mortality|15322337|Melanomas of the Skin|2000
10-14|~|~|~|~|Mortality|20637696|Melanomas of the Skin|2000
15-19|~|~|~|~|Mortality|20294955|Melanomas of the Skin|2000
5-9|~|~|~|~|Mortality|20463852|Melanomas of the Skin|2000
<1|~|~|~|~|Mortality|3855956|Melanomas of the Skin|2000
1-4|~|~|~|~|Incidence|14307286|Melanomas of the Skin|2000
10-14|0.3|0.4|0.3|63|Incidence|19268598|Melanomas of the Skin|2000
15-19|1.3|1.7|1.5|280|Incidence|18916654|Melanomas of the Skin|2000
5-9|0.1|0.1|0.1|17|Incidence|19120872|Melanomas of the Skin|2000
<1|~|~|~|~|Incidence|3597900|Melanomas of the Skin|2000
1-4|~|~|~|~|Mortality|15322337|Mesothelioma|2000
10-14|~|~|~|~|Mortality|20637696|Mesothelioma|2000
15-19|~|~|~|~|Mortality|20294955|Mesothelioma|2000
5-9|~|~|~|~|Mortality|20463852|Mesothelioma|2000
<1|~|~|~|~|Mortality|3855956|Mesothelioma|2000
1-4|~|~|~|~|Incidence|14307286|Mesothelioma|2000
10-14|~|~|~|~|Incidence|19268598|Mesothelioma|2000
15-19|~|~|~|~|Incidence|18916654|Mesothelioma|2000
5-9|~|~|~|~|Incidence|19120872|Mesothelioma|2000
<1|~|~|~|~|Incidence|3597900|Mesothelioma|2000
1-4|~|~|~|~|Mortality|15322337|Myeloma|2000
10-14|~|~|~|~|Mortality|20637696|Myeloma|2000
15-19|~|~|~|~|Mortality|20294955|Myeloma|2000
5-9|~|~|~|~|Mortality|20463852|Myeloma|2000
<1|~|~|~|~|Mortality|3855956|Myeloma|2000
1-4|~|~|~|~|Incidence|14307286|Myeloma|2000
10-14|~|~|~|~|Incidence|19268598|Myeloma|2000
15-19|~|~|~|~|Incidence|18916654|Myeloma|2000
5-9|~|~|~|~|Incidence|19120872|Myeloma|2000
<1|~|~|~|~|Incidence|3597900|Myeloma|2000
1-4|~|~|~|~|Mortality|15322337|Non-Hodgkin Lymphoma|2000
10-14|0.1|0.2|0.1|24|Mortality|20637696|Non-Hodgkin Lymphoma|2000
15-19|0.2|0.4|0.3|60|Mortality|20294955|Non-Hodgkin Lymphoma|2000
5-9|0.1|0.2|0.1|23|Mortality|20463852|Non-Hodgkin Lymphoma|2000
<1|~|~|~|~|Mortality|3855956|Non-Hodgkin Lymphoma|2000
1-4|0.5|0.8|0.6|91|Incidence|14307286|Non-Hodgkin Lymphoma|2000
10-14|1.0|1.3|1.2|222|Incidence|19268598|Non-Hodgkin Lymphoma|2000
15-19|1.6|2.0|1.8|335|Incidence|18916654|Non-Hodgkin Lymphoma|2000
5-9|1.0|1.3|1.1|214|Incidence|19120872|Non-Hodgkin Lymphoma|2000
<1|~|~|~|~|Incidence|3597900|Non-Hodgkin Lymphoma|2000
1-4|~|~|~|~|Mortality|15322337|Oral Cavity and Pharynx|2000
10-14|~|~|~|~|Mortality|20637696|Oral Cavity and Pharynx|2000
15-19|~|~|~|~|Mortality|20294955|Oral Cavity and Pharynx|2000
5-9|~|~|~|~|Mortality|20463852|Oral Cavity and Pharynx|2000
<1|~|~|~|~|Mortality|3855956|Oral Cavity and Pharynx|2000
1-4|~|~|~|~|Incidence|14307286|Oral Cavity and Pharynx|2000
10-14|0.2|0.3|0.2|47|Incidence|19268598|Oral Cavity and Pharynx|2000
15-19|0.3|0.5|0.4|81|Incidence|18916654|Oral Cavity and Pharynx|2000
5-9|0.1|0.2|0.1|19|Incidence|19120872|Oral Cavity and Pharynx|2000
<1|~|~|~|~|Incidence|3597900|Oral Cavity and Pharynx|2000
1-4|~|~|~|~|Mortality|7485852|Ovary|2000
10-14|~|~|~|~|Mortality|10063054|Ovary|2000
15-19|~|~|~|~|Mortality|9854932|Ovary|2000
5-9|~|~|~|~|Mortality|9984495|Ovary|2000
<1|~|~|~|~|Mortality|1881822|Ovary|2000
1-4|~|~|~|~|Incidence|6989803|Ovary|2000
10-14|0.6|0.9|0.7|69|Incidence|9394953|Ovary|2000
15-19|1.1|1.6|1.3|120|Incidence|9183440|Ovary|2000
5-9|0.1|0.3|0.2|21|Incidence|9328742|Ovary|2000
<1|~|~|~|~|Incidence|1755943|Ovary|2000
1-4|~|~|~|~|Mortality|15322337|Pancreas|2000
10-14|~|~|~|~|Mortality|20637696|Pancreas|2000
15-19|~|~|~|~|Mortality|20294955|Pancreas|2000
5-9|~|~|~|~|Mortality|20463852|Pancreas|2000
<1|~|~|~|~|Mortality|3855956|Pancreas|2000
1-4|~|~|~|~|Incidence|14307286|Pancreas|2000
10-14|~|~|~|~|Incidence|19268598|Pancreas|2000
15-19|~|~|~|~|Incidence|18916654|Pancreas|2000
5-9|~|~|~|~|Incidence|19120872|Pancreas|2000
<1|~|~|~|~|Incidence|3597900|Pancreas|2000
1-4|~|~|~|~|Mortality|7836485|Prostate|2000
10-14|~|~|~|~|Mortality|10574642|Prostate|2000
15-19|~|~|~|~|Mortality|10440023|Prostate|2000
5-9|~|~|~|~|Mortality|10479357|Prostate|2000
<1|~|~|~|~|Mortality|1974134|Prostate|2000
1-4|~|~|~|~|Incidence|7317483|Prostate|2000
10-14|~|~|~|~|Incidence|9873645|Prostate|2000
15-19|~|~|~|~|Incidence|9733214|Prostate|2000
5-9|~|~|~|~|Incidence|9792130|Prostate|2000
<1|~|~|~|~|Incidence|1841957|Prostate|2000
1-4|~|~|~|~|Mortality|15322337|Stomach|2000
10-14|~|~|~|~|Mortality|20637696|Stomach|2000
15-19|~|~|~|~|Mortality|20294955|Stomach|2000
5-9|~|~|~|~|Mortality|20463852|Stomach|2000
<1|~|~|~|~|Mortality|3855956|Stomach|2000
1-4|~|~|~|~|Incidence|14307286|Stomach|2000
10-14|~|~|~|~|Incidence|19268598|Stomach|2000
15-19|~|~|~|~|Incidence|18916654|Stomach|2000
5-9|~|~|~|~|Incidence|19120872|Stomach|2000
<1|~|~|~|~|Incidence|3597900|Stomach|2000
1-4|~|~|~|~|Mortality|7836485|Testis|2000
10-14|~|~|~|~|Mortality|10574642|Testis|2000
15-19|~|~|~|~|Mortality|10440023|Testis|2000
5-9|~|~|~|~|Mortality|10479357|Testis|2000
<1|~|~|~|~|Mortality|1974134|Testis|2000
1-4|0.1|0.4|0.2|17|Incidence|7317483|Testis|2000
10-14|0.1|0.3|0.2|19|Incidence|9873645|Testis|2000
15-19|3.1|3.9|3.5|339|Incidence|9733214|Testis|2000
5-9|~|~|~|~|Incidence|9792130|Testis|2000
<1|~|~|~|~|Incidence|1841957|Testis|2000
1-4|~|~|~|~|Mortality|15322337|Thyroid|2000
10-14|~|~|~|~|Mortality|20637696|Thyroid|2000
15-19|~|~|~|~|Mortality|20294955|Thyroid|2000
5-9|~|~|~|~|Mortality|20463852|Thyroid|2000
<1|~|~|~|~|Mortality|3855956|Thyroid|2000
1-4|~|~|~|~|Incidence|14307286|Thyroid|2000
10-14|0.3|0.5|0.4|84|Incidence|19268598|Thyroid|2000
15-19|1.5|1.9|1.7|324|Incidence|18916654|Thyroid|2000
5-9|0.1|0.1|0.1|17|Incidence|19120872|Thyroid|2000
<1|~|~|~|~|Incidence|3597900|Thyroid|2000
1-4|~|~|~|~|Mortality|15322337|Urinary Bladder|2000
10-14|~|~|~|~|Mortality|20637696|Urinary Bladder|2000
15-19|~|~|~|~|Mortality|20294955|Urinary Bladder|2000
5-9|~|~|~|~|Mortality|20463852|Urinary Bladder|2000
<1|~|~|~|~|Mortality|3855956|Urinary Bladder|2000
1-4|~|~|~|~|Incidence|14307286|Urinary Bladder|2000
10-14|~|~|~|~|Incidence|19268598|Urinary Bladder|2000
15-19|0.1|0.2|0.1|24|Incidence|18916654|Urinary Bladder|2000
5-9|~|~|~|~|Incidence|19120872|Urinary Bladder|2000
<1|~|~|~|~|Incidence|3597900|Urinary Bladder|2000
1-4|2.5|3.0|2.7|420|Mortality|15285559|All Cancer Sites Combined|2001
10-14|2.2|2.7|2.5|515|Mortality|20978678|All Cancer Sites Combined|2001
15-19|3.3|3.8|3.6|732|Mortality|20456284|All Cancer Sites Combined|2001
5-9|2.2|2.7|2.4|493|Mortality|20173362|All Cancer Sites Combined|2001
<1|1.3|2.1|1.6|66|Mortality|4012658|All Cancer Sites Combined|2001
1-4|21.2|22.7|21.9|3170|Incidence|14453372|All Cancer Sites Combined|2001
10-14|12.8|13.8|13.3|2633|Incidence|19846374|All Cancer Sites Combined|2001
15-19|20.7|22.1|21.4|4137|Incidence|19335843|All Cancer Sites Combined|2001
5-9|11.1|12.1|11.6|2214|Incidence|19087067|All Cancer Sites Combined|2001
<1|23.6|26.9|25.2|956|Incidence|3793407|All Cancer Sites Combined|2001
1-4|0.5|0.8|0.7|100|Mortality|15285559|Brain and Other Nervous System|2001
10-14|0.5|0.7|0.6|130|Mortality|20978678|Brain and Other Nervous System|2001
15-19|0.4|0.6|0.5|104|Mortality|20456284|Brain and Other Nervous System|2001
5-9|0.7|1.0|0.8|170|Mortality|20173362|Brain and Other Nervous System|2001
<1|0.2|0.6|0.4|16|Mortality|4012658|Brain and Other Nervous System|2001
1-4|3.7|4.4|4.0|582|Incidence|14453372|Brain and Other Nervous System|2001
10-14|2.5|3.0|2.7|541|Incidence|19846374|Brain and Other Nervous System|2001
15-19|2.0|2.4|2.2|419|Incidence|19335843|Brain and Other Nervous System|2001
5-9|3.1|3.7|3.4|647|Incidence|19087067|Brain and Other Nervous System|2001
<1|3.1|4.4|3.7|141|Incidence|3793407|Brain and Other Nervous System|2001
1-4|~|~|~|~|Mortality|7468536|Cervix|2001
10-14|~|~|~|~|Mortality|10231469|Cervix|2001
15-19|~|~|~|~|Mortality|9908897|Cervix|2001
5-9|~|~|~|~|Mortality|9844298|Cervix|2001
<1|~|~|~|~|Mortality|1962905|Cervix|2001
1-4|~|~|~|~|Incidence|7062018|Cervix|2001
10-14|~|~|~|~|Incidence|9678465|Cervix|2001
15-19|0.1|0.3|0.2|20|Incidence|9364268|Cervix|2001
5-9|~|~|~|~|Incidence|9313696|Cervix|2001
<1|~|~|~|~|Incidence|1855571|Cervix|2001
1-4|~|~|~|~|Mortality|15285559|Colon and Rectum|2001
10-14|~|~|~|~|Mortality|20978678|Colon and Rectum|2001
15-19|~|~|~|~|Mortality|20456284|Colon and Rectum|2001
5-9|~|~|~|~|Mortality|20173362|Colon and Rectum|2001
<1|~|~|~|~|Mortality|4012658|Colon and Rectum|2001
1-4|~|~|~|~|Incidence|14453372|Colon and Rectum|2001
10-14|~|~|~|~|Incidence|19846374|Colon and Rectum|2001
15-19|0.2|0.4|0.3|54|Incidence|19335843|Colon and Rectum|2001
5-9|~|~|~|~|Incidence|19087067|Colon and Rectum|2001
<1|~|~|~|~|Incidence|3793407|Colon and Rectum|2001
1-4|~|~|~|~|Mortality|7468536|Corpus and Uterus, NOS|2001
10-14|~|~|~|~|Mortality|10231469|Corpus and Uterus, NOS|2001
15-19|~|~|~|~|Mortality|9908897|Corpus and Uterus, NOS|2001
5-9|~|~|~|~|Mortality|9844298|Corpus and Uterus, NOS|2001
<1|~|~|~|~|Mortality|1962905|Corpus and Uterus, NOS|2001
1-4|~|~|~|~|Incidence|7062018|Corpus and Uterus, NOS|2001
10-14|~|~|~|~|Incidence|9678465|Corpus and Uterus, NOS|2001
15-19|~|~|~|~|Incidence|9364268|Corpus and Uterus, NOS|2001
5-9|~|~|~|~|Incidence|9313696|Corpus and Uterus, NOS|2001
<1|~|~|~|~|Incidence|1855571|Corpus and Uterus, NOS|2001
1-4|~|~|~|~|Mortality|15285559|Esophagus|2001
10-14|~|~|~|~|Mortality|20978678|Esophagus|2001
15-19|~|~|~|~|Mortality|20456284|Esophagus|2001
5-9|~|~|~|~|Mortality|20173362|Esophagus|2001
<1|~|~|~|~|Mortality|4012658|Esophagus|2001
1-4|~|~|~|~|Incidence|14453372|Esophagus|2001
10-14|~|~|~|~|Incidence|19846374|Esophagus|2001
15-19|~|~|~|~|Incidence|19335843|Esophagus|2001
5-9|~|~|~|~|Incidence|19087067|Esophagus|2001
<1|~|~|~|~|Incidence|3793407|Esophagus|2001
1-4|~|~|~|~|Mortality|7468536|Female Breast|2001
10-14|~|~|~|~|Mortality|10231469|Female Breast|2001
15-19|~|~|~|~|Mortality|9908897|Female Breast|2001
5-9|~|~|~|~|Mortality|9844298|Female Breast|2001
<1|~|~|~|~|Mortality|1962905|Female Breast|2001
1-4|~|~|~|~|Incidence|7062018|Female Breast|2001
10-14|~|~|~|~|Incidence|9678465|Female Breast|2001
15-19|0.1|0.3|0.2|20|Incidence|9364268|Female Breast|2001
5-9|~|~|~|~|Incidence|9313696|Female Breast|2001
<1|~|~|~|~|Incidence|1855571|Female Breast|2001
1-4|~|~|~|~|Incidence|7062018|Female Breast, <i>in situ</i>|2001
10-14|~|~|~|~|Incidence|9678465|Female Breast, <i>in situ</i>|2001
15-19|~|~|~|~|Incidence|9364268|Female Breast, <i>in situ</i>|2001
5-9|~|~|~|~|Incidence|9313696|Female Breast, <i>in situ</i>|2001
<1|~|~|~|~|Incidence|1855571|Female Breast, <i>in situ</i>|2001
1-4|~|~|~|~|Mortality|15285559|Hodgkin Lymphoma|2001
10-14|~|~|~|~|Mortality|20978678|Hodgkin Lymphoma|2001
15-19|0.1|0.2|0.1|25|Mortality|20456284|Hodgkin Lymphoma|2001
5-9|~|~|~|~|Mortality|20173362|Hodgkin Lymphoma|2001
<1|~|~|~|~|Mortality|4012658|Hodgkin Lymphoma|2001
1-4|0.1|0.2|0.1|20|Incidence|14453372|Hodgkin Lymphoma|2001
10-14|1.0|1.3|1.2|235|Incidence|19846374|Hodgkin Lymphoma|2001
15-19|3.0|3.5|3.2|626|Incidence|19335843|Hodgkin Lymphoma|2001
5-9|0.4|0.5|0.4|84|Incidence|19087067|Hodgkin Lymphoma|2001
<1|~|~|~|~|Incidence|3793407|Hodgkin Lymphoma|2001
1-4|.|.|.|.|Mortality|15285559|Kaposi Sarcoma|2001
10-14|.|.|.|.|Mortality|20978678|Kaposi Sarcoma|2001
15-19|.|.|.|.|Mortality|20456284|Kaposi Sarcoma|2001
5-9|.|.|.|.|Mortality|20173362|Kaposi Sarcoma|2001
<1|.|.|.|.|Mortality|4012658|Kaposi Sarcoma|2001
1-4|~|~|~|~|Incidence|14453372|Kaposi Sarcoma|2001
10-14|~|~|~|~|Incidence|19846374|Kaposi Sarcoma|2001
15-19|~|~|~|~|Incidence|19335843|Kaposi Sarcoma|2001
5-9|~|~|~|~|Incidence|19087067|Kaposi Sarcoma|2001
<1|~|~|~|~|Incidence|3793407|Kaposi Sarcoma|2001
1-4|0.1|0.2|0.1|22|Mortality|15285559|Kidney and Renal Pelvis|2001
10-14|~|~|~|~|Mortality|20978678|Kidney and Renal Pelvis|2001
15-19|~|~|~|~|Mortality|20456284|Kidney and Renal Pelvis|2001
5-9|0.1|0.2|0.1|30|Mortality|20173362|Kidney and Renal Pelvis|2001
<1|~|~|~|~|Mortality|4012658|Kidney and Renal Pelvis|2001
1-4|1.9|2.4|2.1|306|Incidence|14453372|Kidney and Renal Pelvis|2001
10-14|0.1|0.2|0.2|30|Incidence|19846374|Kidney and Renal Pelvis|2001
15-19|0.1|0.2|0.2|31|Incidence|19335843|Kidney and Renal Pelvis|2001
5-9|0.4|0.6|0.5|96|Incidence|19087067|Kidney and Renal Pelvis|2001
<1|1.5|2.4|1.9|72|Incidence|3793407|Kidney and Renal Pelvis|2001
1-4|~|~|~|~|Mortality|15285559|Larynx|2001
10-14|~|~|~|~|Mortality|20978678|Larynx|2001
15-19|~|~|~|~|Mortality|20456284|Larynx|2001
5-9|~|~|~|~|Mortality|20173362|Larynx|2001
<1|~|~|~|~|Mortality|4012658|Larynx|2001
1-4|~|~|~|~|Incidence|14453372|Larynx|2001
10-14|~|~|~|~|Incidence|19846374|Larynx|2001
15-19|~|~|~|~|Incidence|19335843|Larynx|2001
5-9|~|~|~|~|Incidence|19087067|Larynx|2001
<1|~|~|~|~|Incidence|3793407|Larynx|2001
1-4|0.9|1.2|1.0|155|Mortality|15285559|Leukemias|2001
10-14|0.7|0.9|0.8|170|Mortality|20978678|Leukemias|2001
15-19|1.0|1.3|1.1|225|Mortality|20456284|Leukemias|2001
5-9|0.6|0.9|0.8|153|Mortality|20173362|Leukemias|2001
<1|0.4|0.9|0.6|25|Mortality|4012658|Leukemias|2001
1-4|8.6|9.6|9.1|1315|Incidence|14453372|Leukemias|2001
10-14|2.7|3.2|2.9|585|Incidence|19846374|Leukemias|2001
15-19|2.6|3.1|2.8|551|Incidence|19335843|Leukemias|2001
5-9|3.5|4.1|3.8|725|Incidence|19087067|Leukemias|2001
<1|3.5|4.8|4.1|157|Incidence|3793407|Leukemias|2001
1-4|0.1|0.2|0.1|18|Mortality|15285559|Liver and Intrahepatic Bile Duct|2001
10-14|~|~|~|~|Mortality|20978678|Liver and Intrahepatic Bile Duct|2001
15-19|~|~|~|~|Mortality|20456284|Liver and Intrahepatic Bile Duct|2001
5-9|~|~|~|~|Mortality|20173362|Liver and Intrahepatic Bile Duct|2001
<1|~|~|~|~|Mortality|4012658|Liver and Intrahepatic Bile Duct|2001
1-4|0.3|0.5|0.4|60|Incidence|14453372|Liver and Intrahepatic Bile Duct|2001
10-14|0.0|0.1|0.1|17|Incidence|19846374|Liver and Intrahepatic Bile Duct|2001
15-19|0.1|0.2|0.1|28|Incidence|19335843|Liver and Intrahepatic Bile Duct|2001
5-9|0.1|0.2|0.1|19|Incidence|19087067|Liver and Intrahepatic Bile Duct|2001
<1|0.8|1.4|1.1|40|Incidence|3793407|Liver and Intrahepatic Bile Duct|2001
1-4|~|~|~|~|Mortality|15285559|Lung and Bronchus|2001
10-14|~|~|~|~|Mortality|20978678|Lung and Bronchus|2001
15-19|~|~|~|~|Mortality|20456284|Lung and Bronchus|2001
5-9|~|~|~|~|Mortality|20173362|Lung and Bronchus|2001
<1|~|~|~|~|Mortality|4012658|Lung and Bronchus|2001
1-4|~|~|~|~|Incidence|14453372|Lung and Bronchus|2001
10-14|~|~|~|~|Incidence|19846374|Lung and Bronchus|2001
15-19|0.1|0.2|0.2|33|Incidence|19335843|Lung and Bronchus|2001
5-9|~|~|~|~|Incidence|19087067|Lung and Bronchus|2001
<1|~|~|~|~|Incidence|3793407|Lung and Bronchus|2001
1-4|~|~|~|~|Mortality|7468536|Male and Female Breast|2001
10-14|~|~|~|~|Mortality|10231469|Male and Female Breast|2001
15-19|~|~|~|~|Mortality|9908897|Male and Female Breast|2001
5-9|~|~|~|~|Mortality|9844298|Male and Female Breast|2001
<1|~|~|~|~|Mortality|1962905|Male and Female Breast|2001
1-4|~|~|~|~|Incidence|7062018|Male and Female Breast|2001
10-14|~|~|~|~|Incidence|9678465|Male and Female Breast|2001
15-19|0.1|0.3|0.2|20|Incidence|9364268|Male and Female Breast|2001
5-9|~|~|~|~|Incidence|9313696|Male and Female Breast|2001
<1|~|~|~|~|Incidence|1855571|Male and Female Breast|2001
1-4|~|~|~|~|Incidence|7062018|Male and Female Breast, <i>in situ</i>|2001
10-14|~|~|~|~|Incidence|9678465|Male and Female Breast, <i>in situ</i>|2001
15-19|~|~|~|~|Incidence|9364268|Male and Female Breast, <i>in situ</i>|2001
5-9|~|~|~|~|Incidence|9313696|Male and Female Breast, <i>in situ</i>|2001
<1|~|~|~|~|Incidence|1855571|Male and Female Breast, <i>in situ</i>|2001
1-4|~|~|~|~|Mortality|15285559|Melanomas of the Skin|2001
10-14|~|~|~|~|Mortality|20978678|Melanomas of the Skin|2001
15-19|~|~|~|~|Mortality|20456284|Melanomas of the Skin|2001
5-9|~|~|~|~|Mortality|20173362|Melanomas of the Skin|2001
<1|~|~|~|~|Mortality|4012658|Melanomas of the Skin|2001
1-4|~|~|~|~|Incidence|14453372|Melanomas of the Skin|2001
10-14|0.3|0.5|0.4|78|Incidence|19846374|Melanomas of the Skin|2001
15-19|1.5|1.9|1.7|321|Incidence|19335843|Melanomas of the Skin|2001
5-9|0.1|0.2|0.1|22|Incidence|19087067|Melanomas of the Skin|2001
<1|~|~|~|~|Incidence|3793407|Melanomas of the Skin|2001
1-4|~|~|~|~|Mortality|15285559|Mesothelioma|2001
10-14|~|~|~|~|Mortality|20978678|Mesothelioma|2001
15-19|~|~|~|~|Mortality|20456284|Mesothelioma|2001
5-9|~|~|~|~|Mortality|20173362|Mesothelioma|2001
<1|~|~|~|~|Mortality|4012658|Mesothelioma|2001
1-4|~|~|~|~|Incidence|14453372|Mesothelioma|2001
10-14|~|~|~|~|Incidence|19846374|Mesothelioma|2001
15-19|~|~|~|~|Incidence|19335843|Mesothelioma|2001
5-9|~|~|~|~|Incidence|19087067|Mesothelioma|2001
<1|~|~|~|~|Incidence|3793407|Mesothelioma|2001
1-4|~|~|~|~|Mortality|15285559|Myeloma|2001
10-14|~|~|~|~|Mortality|20978678|Myeloma|2001
15-19|~|~|~|~|Mortality|20456284|Myeloma|2001
5-9|~|~|~|~|Mortality|20173362|Myeloma|2001
<1|~|~|~|~|Mortality|4012658|Myeloma|2001
1-4|~|~|~|~|Incidence|14453372|Myeloma|2001
10-14|~|~|~|~|Incidence|19846374|Myeloma|2001
15-19|~|~|~|~|Incidence|19335843|Myeloma|2001
5-9|~|~|~|~|Incidence|19087067|Myeloma|2001
<1|~|~|~|~|Incidence|3793407|Myeloma|2001
1-4|~|~|~|~|Mortality|15285559|Non-Hodgkin Lymphoma|2001
10-14|0.1|0.2|0.1|27|Mortality|20978678|Non-Hodgkin Lymphoma|2001
15-19|0.2|0.4|0.3|61|Mortality|20456284|Non-Hodgkin Lymphoma|2001
5-9|~|~|~|~|Mortality|20173362|Non-Hodgkin Lymphoma|2001
<1|~|~|~|~|Mortality|4012658|Non-Hodgkin Lymphoma|2001
1-4|0.5|0.7|0.6|84|Incidence|14453372|Non-Hodgkin Lymphoma|2001
10-14|1.1|1.5|1.3|255|Incidence|19846374|Non-Hodgkin Lymphoma|2001
15-19|1.6|2.0|1.8|342|Incidence|19335843|Non-Hodgkin Lymphoma|2001
5-9|0.8|1.1|1.0|182|Incidence|19087067|Non-Hodgkin Lymphoma|2001
<1|~|~|~|~|Incidence|3793407|Non-Hodgkin Lymphoma|2001
1-4|~|~|~|~|Mortality|15285559|Oral Cavity and Pharynx|2001
10-14|~|~|~|~|Mortality|20978678|Oral Cavity and Pharynx|2001
15-19|~|~|~|~|Mortality|20456284|Oral Cavity and Pharynx|2001
5-9|~|~|~|~|Mortality|20173362|Oral Cavity and Pharynx|2001
<1|~|~|~|~|Mortality|4012658|Oral Cavity and Pharynx|2001
1-4|0.1|0.2|0.1|17|Incidence|14453372|Oral Cavity and Pharynx|2001
10-14|0.2|0.4|0.3|58|Incidence|19846374|Oral Cavity and Pharynx|2001
15-19|0.3|0.5|0.4|71|Incidence|19335843|Oral Cavity and Pharynx|2001
5-9|0.1|0.2|0.1|20|Incidence|19087067|Oral Cavity and Pharynx|2001
<1|~|~|~|~|Incidence|3793407|Oral Cavity and Pharynx|2001
1-4|~|~|~|~|Mortality|7468536|Ovary|2001
10-14|~|~|~|~|Mortality|10231469|Ovary|2001
15-19|~|~|~|~|Mortality|9908897|Ovary|2001
5-9|~|~|~|~|Mortality|9844298|Ovary|2001
<1|~|~|~|~|Mortality|1962905|Ovary|2001
1-4|~|~|~|~|Incidence|7062018|Ovary|2001
10-14|0.5|0.8|0.6|58|Incidence|9678465|Ovary|2001
15-19|1.0|1.4|1.2|109|Incidence|9364268|Ovary|2001
5-9|0.1|0.3|0.2|18|Incidence|9313696|Ovary|2001
<1|~|~|~|~|Incidence|1855571|Ovary|2001
1-4|~|~|~|~|Mortality|15285559|Pancreas|2001
10-14|~|~|~|~|Mortality|20978678|Pancreas|2001
15-19|~|~|~|~|Mortality|20456284|Pancreas|2001
5-9|~|~|~|~|Mortality|20173362|Pancreas|2001
<1|~|~|~|~|Mortality|4012658|Pancreas|2001
1-4|~|~|~|~|Incidence|14453372|Pancreas|2001
10-14|~|~|~|~|Incidence|19846374|Pancreas|2001
15-19|~|~|~|~|Incidence|19335843|Pancreas|2001
5-9|~|~|~|~|Incidence|19087067|Pancreas|2001
<1|~|~|~|~|Incidence|3793407|Pancreas|2001
