AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Glioma malignant, NOS|2005|~|~|~
0-19|0.5|0.7|0.6|Malignant|231|39998876|Female|Glioma malignant, NOS|2005|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Glioma malignant, NOS|2006|~|~|~
0-19|0.5|0.7|0.6|Malignant|245|40165421|Female|Glioma malignant, NOS|2006|0.5|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Glioma malignant, NOS|2007|~|~|~
0-19|0.6|0.7|0.7|Malignant|260|40382360|Female|Glioma malignant, NOS|2007|0.6|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Glioma malignant, NOS|2008|~|~|~
0-19|0.6|0.8|0.7|Malignant|273|40576293|Female|Glioma malignant, NOS|2008|0.6|0.8|0.7
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Glioma malignant, NOS|2009|~|~|~
0-19|0.7|0.8|0.7|Malignant|295|40670476|Female|Glioma malignant, NOS|2009|0.6|0.8|0.7
0-19|0.0|0.0|0.0|Benign/Borderline|72|200535373|Female|Glioma malignant, NOS|2009-2013|0.0|0.0|0.0
0-19|0.6|0.7|0.7|Malignant|1317|200535373|Female|Glioma malignant, NOS|2009-2013|0.6|0.7|0.7
0-19|~|~|~|Benign/Borderline|~|40634361|Female|Glioma malignant, NOS|2010|~|~|~
0-19|0.6|0.7|0.6|Malignant|253|40634361|Female|Glioma malignant, NOS|2010|0.5|0.7|0.6
0-19|0.0|0.1|0.1|Benign/Borderline|21|40110316|Female|Glioma malignant, NOS|2011|0.0|0.1|0.1
0-19|0.7|0.8|0.7|Malignant|299|40110316|Female|Glioma malignant, NOS|2011|0.7|0.8|0.7
0-19|0.0|0.1|0.1|Benign/Borderline|21|39959221|Female|Glioma malignant, NOS|2012|0.0|0.1|0.1
0-19|0.5|0.6|0.5|Malignant|212|39959221|Female|Glioma malignant, NOS|2012|0.5|0.6|0.5
0-19|~|~|~|Benign/Borderline|~|39877536|Female|Glioma malignant, NOS|2013|~|~|~
0-19|0.6|0.7|0.7|Malignant|259|39877536|Female|Glioma malignant, NOS|2013|0.6|0.7|0.6
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Hemangioblastoma|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Hemangioblastoma|2004|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|17|39998876|Female|Hemangioblastoma|2005|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|39998876|Female|Hemangioblastoma|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Hemangioblastoma|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Hemangioblastoma|2006|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|18|40382360|Female|Hemangioblastoma|2007|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|40382360|Female|Hemangioblastoma|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Hemangioblastoma|2008|~|~|~
0-19|~|~|~|Malignant|~|40576293|Female|Hemangioblastoma|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Hemangioblastoma|2009|~|~|~
0-19|~|~|~|Malignant|~|40670476|Female|Hemangioblastoma|2009|~|~|~
0-19|0.0|0.0|0.0|Benign/Borderline|68|200535373|Female|Hemangioblastoma|2009-2013|0.0|0.0|0.0
0-19|~|~|~|Malignant|~|200535373|Female|Hemangioblastoma|2009-2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|40634361|Female|Hemangioblastoma|2010|~|~|~
0-19|~|~|~|Malignant|~|40634361|Female|Hemangioblastoma|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|40110316|Female|Hemangioblastoma|2011|~|~|~
0-19|~|~|~|Malignant|~|40110316|Female|Hemangioblastoma|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|39959221|Female|Hemangioblastoma|2012|~|~|~
0-19|~|~|~|Malignant|~|39959221|Female|Hemangioblastoma|2012|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|17|39877536|Female|Hemangioblastoma|2013|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|39877536|Female|Hemangioblastoma|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Hemangioma|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Hemangioma|2004|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|23|39998876|Female|Hemangioma|2005|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|39998876|Female|Hemangioma|2005|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|33|40165421|Female|Hemangioma|2006|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|40165421|Female|Hemangioma|2006|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|24|40382360|Female|Hemangioma|2007|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|40382360|Female|Hemangioma|2007|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|38|40576293|Female|Hemangioma|2008|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|40576293|Female|Hemangioma|2008|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|49|40670476|Female|Hemangioma|2009|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40670476|Female|Hemangioma|2009|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|264|200535373|Female|Hemangioma|2009-2013|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|200535373|Female|Hemangioma|2009-2013|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|38|40634361|Female|Hemangioma|2010|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|40634361|Female|Hemangioma|2010|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|61|40110316|Female|Hemangioma|2011|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40110316|Female|Hemangioma|2011|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|62|39959221|Female|Hemangioma|2012|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|39959221|Female|Hemangioma|2012|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|54|39877536|Female|Hemangioma|2013|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|39877536|Female|Hemangioma|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Local Extensions from Regional Tumors|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Local Extensions from Regional Tumors|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Local Extensions from Regional Tumors|2005|~|~|~
0-19|~|~|~|Malignant|~|39998876|Female|Local Extensions from Regional Tumors|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Local Extensions from Regional Tumors|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Local Extensions from Regional Tumors|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Local Extensions from Regional Tumors|2007|~|~|~
0-19|~|~|~|Malignant|~|40382360|Female|Local Extensions from Regional Tumors|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Local Extensions from Regional Tumors|2008|~|~|~
0-19|~|~|~|Malignant|~|40576293|Female|Local Extensions from Regional Tumors|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Local Extensions from Regional Tumors|2009|~|~|~
0-19|~|~|~|Malignant|~|40670476|Female|Local Extensions from Regional Tumors|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|200535373|Female|Local Extensions from Regional Tumors|2009-2013|~|~|~
0-19|~|~|~|Malignant|~|200535373|Female|Local Extensions from Regional Tumors|2009-2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|40634361|Female|Local Extensions from Regional Tumors|2010|~|~|~
0-19|~|~|~|Malignant|~|40634361|Female|Local Extensions from Regional Tumors|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|40110316|Female|Local Extensions from Regional Tumors|2011|~|~|~
0-19|~|~|~|Malignant|~|40110316|Female|Local Extensions from Regional Tumors|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|39959221|Female|Local Extensions from Regional Tumors|2012|~|~|~
0-19|~|~|~|Malignant|~|39959221|Female|Local Extensions from Regional Tumors|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|39877536|Female|Local Extensions from Regional Tumors|2013|~|~|~
0-19|~|~|~|Malignant|~|39877536|Female|Local Extensions from Regional Tumors|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Lymphomas and Hematopoietic Neoplasms|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Lymphomas and Hematopoietic Neoplasms|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Lymphomas and Hematopoietic Neoplasms|2005|~|~|~
0-19|~|~|~|Malignant|~|39998876|Female|Lymphomas and Hematopoietic Neoplasms|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Lymphomas and Hematopoietic Neoplasms|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Lymphomas and Hematopoietic Neoplasms|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Lymphomas and Hematopoietic Neoplasms|2007|~|~|~
0-19|~|~|~|Malignant|~|40382360|Female|Lymphomas and Hematopoietic Neoplasms|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Lymphomas and Hematopoietic Neoplasms|2008|~|~|~
0-19|~|~|~|Malignant|~|40576293|Female|Lymphomas and Hematopoietic Neoplasms|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Lymphomas and Hematopoietic Neoplasms|2009|~|~|~
0-19|~|~|~|Malignant|~|40670476|Female|Lymphomas and Hematopoietic Neoplasms|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|200535373|Female|Lymphomas and Hematopoietic Neoplasms|2009-2013|~|~|~
0-19|0.0|0.0|0.0|Malignant|28|200535373|Female|Lymphomas and Hematopoietic Neoplasms|2009-2013|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|40634361|Female|Lymphomas and Hematopoietic Neoplasms|2010|~|~|~
0-19|~|~|~|Malignant|~|40634361|Female|Lymphomas and Hematopoietic Neoplasms|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|40110316|Female|Lymphomas and Hematopoietic Neoplasms|2011|~|~|~
0-19|~|~|~|Malignant|~|40110316|Female|Lymphomas and Hematopoietic Neoplasms|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|39959221|Female|Lymphomas and Hematopoietic Neoplasms|2012|~|~|~
0-19|~|~|~|Malignant|~|39959221|Female|Lymphomas and Hematopoietic Neoplasms|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|39877536|Female|Lymphomas and Hematopoietic Neoplasms|2013|~|~|~
0-19|~|~|~|Malignant|~|39877536|Female|Lymphomas and Hematopoietic Neoplasms|2013|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|46|39865121|Female|Meningioma|2004|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|39865121|Female|Meningioma|2004|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|72|39998876|Female|Meningioma|2005|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|39998876|Female|Meningioma|2005|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|48|40165421|Female|Meningioma|2006|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40165421|Female|Meningioma|2006|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|54|40382360|Female|Meningioma|2007|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40382360|Female|Meningioma|2007|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|61|40576293|Female|Meningioma|2008|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40576293|Female|Meningioma|2008|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|58|40670476|Female|Meningioma|2009|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40670476|Female|Meningioma|2009|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|308|200535373|Female|Meningioma|2009-2013|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|200535373|Female|Meningioma|2009-2013|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|59|40634361|Female|Meningioma|2010|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|40634361|Female|Meningioma|2010|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|63|40110316|Female|Meningioma|2011|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40110316|Female|Meningioma|2011|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|60|39959221|Female|Meningioma|2012|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|39959221|Female|Meningioma|2012|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|69|39877536|Female|Meningioma|2013|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|39877536|Female|Meningioma|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Mixed glioma|2004|~|~|~
0-19|0.0|0.1|0.1|Malignant|22|39865121|Female|Mixed glioma|2004|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Mixed glioma|2005|~|~|~
0-19|0.0|0.1|0.0|Malignant|17|39998876|Female|Mixed glioma|2005|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Mixed glioma|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Mixed glioma|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Mixed glioma|2007|~|~|~
0-19|0.0|0.1|0.0|Malignant|18|40382360|Female|Mixed glioma|2007|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Mixed glioma|2008|~|~|~
0-19|0.0|0.1|0.0|Malignant|20|40576293|Female|Mixed glioma|2008|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Mixed glioma|2009|~|~|~
0-19|0.0|0.1|0.0|Malignant|16|40670476|Female|Mixed glioma|2009|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|200535373|Female|Mixed glioma|2009-2013|~|~|~
0-19|0.0|0.0|0.0|Malignant|64|200535373|Female|Mixed glioma|2009-2013|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|40634361|Female|Mixed glioma|2010|~|~|~
0-19|0.0|0.1|0.0|Malignant|16|40634361|Female|Mixed glioma|2010|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|40110316|Female|Mixed glioma|2011|~|~|~
0-19|~|~|~|Malignant|~|40110316|Female|Mixed glioma|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|39959221|Female|Mixed glioma|2012|~|~|~
0-19|~|~|~|Malignant|~|39959221|Female|Mixed glioma|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|39877536|Female|Mixed glioma|2013|~|~|~
0-19|~|~|~|Malignant|~|39877536|Female|Mixed glioma|2013|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|30|39865121|Female|Neoplasm, unspecified|2004|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|27|39865121|Female|Neoplasm, unspecified|2004|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Benign/Borderline|54|39998876|Female|Neoplasm, unspecified|2005|0.1|0.2|0.1
0-19|0.0|0.1|0.0|Malignant|17|39998876|Female|Neoplasm, unspecified|2005|0.0|0.1|0.0
0-19|0.1|0.2|0.1|Benign/Borderline|49|40165421|Female|Neoplasm, unspecified|2006|0.1|0.2|0.1
0-19|0.0|0.1|0.1|Malignant|24|40165421|Female|Neoplasm, unspecified|2006|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Benign/Borderline|48|40382360|Female|Neoplasm, unspecified|2007|0.1|0.2|0.1
0-19|0.0|0.1|0.0|Malignant|16|40382360|Female|Neoplasm, unspecified|2007|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Benign/Borderline|74|40576293|Female|Neoplasm, unspecified|2008|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40576293|Female|Neoplasm, unspecified|2008|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|58|40670476|Female|Neoplasm, unspecified|2009|0.1|0.2|0.1
0-19|0.0|0.1|0.0|Malignant|16|40670476|Female|Neoplasm, unspecified|2009|0.0|0.1|0.0
0-19|0.2|0.2|0.2|Benign/Borderline|339|200535373|Female|Neoplasm, unspecified|2009-2013|0.2|0.2|0.2
0-19|0.0|0.1|0.0|Malignant|91|200535373|Female|Neoplasm, unspecified|2009-2013|0.0|0.1|0.0
0-19|0.2|0.3|0.2|Benign/Borderline|88|40634361|Female|Neoplasm, unspecified|2010|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|40634361|Female|Neoplasm, unspecified|2010|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|66|40110316|Female|Neoplasm, unspecified|2011|0.1|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|20|40110316|Female|Neoplasm, unspecified|2011|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Benign/Borderline|63|39959221|Female|Neoplasm, unspecified|2012|0.1|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|24|39959221|Female|Neoplasm, unspecified|2012|0.0|0.1|0.1
0-19|0.1|0.2|0.2|Benign/Borderline|65|39877536|Female|Neoplasm, unspecified|2013|0.1|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|22|39877536|Female|Neoplasm, unspecified|2013|0.0|0.1|0.1
0-19|0.2|0.3|0.3|Benign/Borderline|110|39865121|Female|Nerve sheath, benign and malignant|2004|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|39865121|Female|Nerve sheath, benign and malignant|2004|~|~|~
0-19|0.3|0.5|0.4|Benign/Borderline|155|39998876|Female|Nerve sheath, benign and malignant|2005|0.3|0.5|0.4
0-19|~|~|~|Malignant|~|39998876|Female|Nerve sheath, benign and malignant|2005|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|148|40165421|Female|Nerve sheath, benign and malignant|2006|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|40165421|Female|Nerve sheath, benign and malignant|2006|~|~|~
0-19|0.2|0.4|0.3|Benign/Borderline|120|40382360|Female|Nerve sheath, benign and malignant|2007|0.2|0.4|0.3
0-19|~|~|~|Malignant|~|40382360|Female|Nerve sheath, benign and malignant|2007|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|131|40576293|Female|Nerve sheath, benign and malignant|2008|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40576293|Female|Nerve sheath, benign and malignant|2008|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|145|40670476|Female|Nerve sheath, benign and malignant|2009|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|40670476|Female|Nerve sheath, benign and malignant|2009|~|~|~
0-19|0.3|0.3|0.3|Benign/Borderline|616|200535373|Female|Nerve sheath, benign and malignant|2009-2013|0.3|0.3|0.3
0-19|~|~|~|Malignant|~|200535373|Female|Nerve sheath, benign and malignant|2009-2013|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|116|40634361|Female|Nerve sheath, benign and malignant|2010|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|40634361|Female|Nerve sheath, benign and malignant|2010|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|117|40110316|Female|Nerve sheath, benign and malignant|2011|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|40110316|Female|Nerve sheath, benign and malignant|2011|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|122|39959221|Female|Nerve sheath, benign and malignant|2012|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|39959221|Female|Nerve sheath, benign and malignant|2012|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|116|39877536|Female|Nerve sheath, benign and malignant|2013|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|39877536|Female|Nerve sheath, benign and malignant|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Neuroepithelial|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Neuroepithelial|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Neuroepithelial|2005|~|~|~
0-19|~|~|~|Malignant|~|39998876|Female|Neuroepithelial|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Neuroepithelial|2006|~|~|~
0-19|~|~|~|Malignant|~|40165421|Female|Neuroepithelial|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Neuroepithelial|2007|~|~|~
0-19|~|~|~|Malignant|~|40382360|Female|Neuroepithelial|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Neuroepithelial|2008|~|~|~
0-19|~|~|~|Malignant|~|40576293|Female|Neuroepithelial|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Neuroepithelial|2009|~|~|~
0-19|~|~|~|Malignant|~|40670476|Female|Neuroepithelial|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|200535373|Female|Neuroepithelial|2009-2013|~|~|~
0-19|0.0|0.0|0.0|Malignant|29|200535373|Female|Neuroepithelial|2009-2013|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|40634361|Female|Neuroepithelial|2010|~|~|~
0-19|~|~|~|Malignant|~|40634361|Female|Neuroepithelial|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|40110316|Female|Neuroepithelial|2011|~|~|~
0-19|~|~|~|Malignant|~|40110316|Female|Neuroepithelial|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|39959221|Female|Neuroepithelial|2012|~|~|~
0-19|~|~|~|Malignant|~|39959221|Female|Neuroepithelial|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|39877536|Female|Neuroepithelial|2013|~|~|~
0-19|~|~|~|Malignant|~|39877536|Female|Neuroepithelial|2013|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|115|39865121|Female|Neuronal/glial, neuronal|2004|0.2|0.3|0.3
0-19|0.0|0.1|0.1|Malignant|21|39865121|Female|Neuronal/glial, neuronal|2004|0.0|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|135|39998876|Female|Neuronal/glial, neuronal|2005|0.3|0.4|0.3
0-19|0.0|0.1|0.1|Malignant|26|39998876|Female|Neuronal/glial, neuronal|2005|0.0|0.1|0.1
0-19|0.2|0.4|0.3|Benign/Borderline|121|40165421|Female|Neuronal/glial, neuronal|2006|0.2|0.4|0.3
0-19|0.0|0.1|0.1|Malignant|24|40165421|Female|Neuronal/glial, neuronal|2006|0.0|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|137|40382360|Female|Neuronal/glial, neuronal|2007|0.3|0.4|0.3
0-19|0.1|0.1|0.1|Malignant|31|40382360|Female|Neuronal/glial, neuronal|2007|0.1|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|133|40576293|Female|Neuronal/glial, neuronal|2008|0.3|0.4|0.3
0-19|0.0|0.1|0.1|Malignant|26|40576293|Female|Neuronal/glial, neuronal|2008|0.0|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|131|40670476|Female|Neuronal/glial, neuronal|2009|0.3|0.4|0.3
0-19|0.0|0.1|0.0|Malignant|17|40670476|Female|Neuronal/glial, neuronal|2009|0.0|0.1|0.0
0-19|0.3|0.4|0.4|Benign/Borderline|708|200535373|Female|Neuronal/glial, neuronal|2009-2013|0.3|0.4|0.4
0-19|0.0|0.1|0.0|Malignant|86|200535373|Female|Neuronal/glial, neuronal|2009-2013|0.0|0.1|0.0
0-19|0.3|0.4|0.3|Benign/Borderline|142|40634361|Female|Neuronal/glial, neuronal|2010|0.3|0.4|0.3
0-19|0.0|0.1|0.0|Malignant|19|40634361|Female|Neuronal/glial, neuronal|2010|0.0|0.1|0.0
0-19|0.3|0.4|0.3|Benign/Borderline|141|40110316|Female|Neuronal/glial, neuronal|2011|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|40110316|Female|Neuronal/glial, neuronal|2011|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|147|39959221|Female|Neuronal/glial, neuronal|2012|0.3|0.4|0.4
0-19|0.0|0.1|0.0|Malignant|16|39959221|Female|Neuronal/glial, neuronal|2012|0.0|0.1|0.0
0-19|0.3|0.4|0.4|Benign/Borderline|147|39877536|Female|Neuronal/glial, neuronal|2013|0.3|0.4|0.4
0-19|0.0|0.1|0.1|Malignant|20|39877536|Female|Neuronal/glial, neuronal|2013|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Oligodendroglioma|2004|~|~|~
0-19|0.0|0.1|0.1|Malignant|24|39865121|Female|Oligodendroglioma|2004|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Oligodendroglioma|2005|~|~|~
0-19|0.0|0.1|0.1|Malignant|23|39998876|Female|Oligodendroglioma|2005|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Oligodendroglioma|2006|~|~|~
0-19|0.0|0.1|0.1|Malignant|27|40165421|Female|Oligodendroglioma|2006|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Oligodendroglioma|2007|~|~|~
0-19|0.0|0.1|0.1|Malignant|29|40382360|Female|Oligodendroglioma|2007|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Oligodendroglioma|2008|~|~|~
0-19|0.0|0.1|0.0|Malignant|17|40576293|Female|Oligodendroglioma|2008|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Oligodendroglioma|2009|~|~|~
0-19|0.0|0.1|0.0|Malignant|17|40670476|Female|Oligodendroglioma|2009|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|200535373|Female|Oligodendroglioma|2009-2013|~|~|~
0-19|0.0|0.1|0.0|Malignant|95|200535373|Female|Oligodendroglioma|2009-2013|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|40634361|Female|Oligodendroglioma|2010|~|~|~
0-19|0.0|0.1|0.1|Malignant|23|40634361|Female|Oligodendroglioma|2010|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|40110316|Female|Oligodendroglioma|2011|~|~|~
0-19|0.0|0.1|0.0|Malignant|19|40110316|Female|Oligodendroglioma|2011|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|39959221|Female|Oligodendroglioma|2012|~|~|~
0-19|0.0|0.1|0.1|Malignant|22|39959221|Female|Oligodendroglioma|2012|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|39877536|Female|Oligodendroglioma|2013|~|~|~
0-19|~|~|~|Malignant|~|39877536|Female|Oligodendroglioma|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Other mesenchymal|2004|~|~|~
0-19|~|~|~|Malignant|~|39865121|Female|Other mesenchymal|2004|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|17|39998876|Female|Other mesenchymal|2005|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|39998876|Female|Other mesenchymal|2005|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|18|40165421|Female|Other mesenchymal|2006|0.0|0.1|0.0
