"","EdiblePoisonous","CapShape","CapSurface","CapColor","Odor","GrowsIn"
"490","Edible","Convex","Scaly","Brown","Almond","paths"
"491","Edible","Flat","Fibrous","Yellow","Almond","woods"
"492","Poisonous","Flat","Smooth","Brown","Pungent","grasses"
"493","Poisonous","Convex","Smooth","Brown","Pungent","urban"
"494","Edible","Flat","Scaly","Brown","Anise","paths"
"495","Edible","Convex","Scaly","Yellow","Almond","grasses"
"496","Edible","Bell","Smooth","Yellow","Almond","meadows"
"497","Edible","Flat","Fibrous","White","None","grasses"
"498","Edible","Flat","Scaly","Brown","Almond","grasses"
"499","Edible","Convex","Scaly","White","Almond","grasses"
"500","Edible","Bell","Smooth","Yellow","Anise","meadows"
"501","Edible","Convex","Smooth","Yellow","Almond","grasses"
"502","Edible","Bell","Scaly","Yellow","Almond","grasses"
"503","Edible","Convex","Smooth","White","Anise","meadows"
"504","Edible","Bell","Smooth","Yellow","Almond","meadows"
"505","Edible","Bell","Scaly","Yellow","Almond","grasses"
"506","Poisonous","Convex","Smooth","Brown","Pungent","grasses"
"507","Edible","Convex","Smooth","Gray","None","grasses"
"508","Edible","Flat","Smooth","Brown","None","grasses"
"509","Edible","Convex","Fibrous","White","Almond","woods"
"510","Edible","Flat","Fibrous","Gray","None","urban"
"511","Edible","Flat","Fibrous","Brown","None","urban"
"512","Edible","Bell","Scaly","Yellow","Almond","grasses"
"513","Edible","Convex","Fibrous","White","Almond","woods"
"514","Edible","Sunken","Fibrous","Gray","None","urban"
"515","Edible","Convex","Fibrous","Brown","None","urban"
"516","Edible","Convex","Fibrous","White","None","grasses"
"517","Edible","Convex","Scaly","Brown","Anise","paths"
"518","Edible","Bell","Smooth","Yellow","Almond","grasses"
"519","Edible","Convex","Scaly","White","Anise","grasses"
"520","Edible","Convex","Scaly","Yellow","Almond","grasses"
"521","Edible","Convex","Smooth","White","Anise","meadows"
"522","Edible","Bell","Smooth","White","Anise","grasses"
"523","Edible","Flat","Scaly","Yellow","Almond","paths"
"524","Poisonous","Convex","Smooth","Brown","Pungent","urban"
"525","Edible","Flat","Fibrous","Gray","None","urban"
"526","Edible","Bell","Smooth","Yellow","Anise","grasses"
"527","Edible","Flat","Scaly","Brown","Almond","paths"
"528","Edible","Convex","Smooth","Yellow","Almond","meadows"
"529","Edible","Convex","Fibrous","Brown","None","urban"
"530","Edible","Flat","Scaly","Yellow","Almond","paths"
"531","Edible","Convex","Scaly","Brown","Almond","paths"
"532","Edible","Convex","Smooth","White","Almond","grasses"
"533","Poisonous","Convex","Scaly","White","Pungent","grasses"
"534","Edible","Flat","Scaly","Brown","Anise","paths"
"535","Poisonous","Flat","Smooth","Brown","Pungent","grasses"
"536","Edible","Convex","Fibrous","White","None","grasses"
"537","Edible","Bell","Scaly","White","Almond","meadows"
"538","Edible","Sunken","Fibrous","Brown","None","urban"
"539","Edible","Convex","Scaly","Yellow","Anise","meadows"
"540","Edible","Flat","Smooth","White","Almond","woods"
"541","Edible","Convex","Smooth","Yellow","Almond","meadows"
"542","Edible","Flat","Fibrous","Gray","None","grasses"
"543","Poisonous","Convex","Scaly","White","Pungent","grasses"
"544","Edible","Convex","Scaly","Yellow","Almond","grasses"
"545","Edible","Flat","Fibrous","Brown","None","grasses"
"546","Edible","Convex","Smooth","White","Almond","meadows"
"547","Edible","Bell","Scaly","Yellow","Anise","meadows"
"548","Edible","Flat","Fibrous","Gray","None","urban"
"549","Edible","Convex","Fibrous","Yellow","Anise","woods"
"550","Edible","Convex","Smooth","Yellow","Almond","meadows"
"551","Edible","Flat","Fibrous","Brown","None","urban"
"552","Edible","Convex","Fibrous","Gray","None","grasses"
"553","Edible","Convex","Scaly","Yellow","Anise","paths"
"554","Edible","Flat","Smooth","White","Anise","woods"
"555","Edible","Convex","Smooth","Yellow","Anise","grasses"
"556","Edible","Flat","Scaly","Yellow","Almond","paths"
"557","Poisonous","Convex","Scaly","Brown","Pungent","urban"
"558","Edible","Convex","Fibrous","White","Anise","woods"
"559","Edible","Convex","Smooth","White","Anise","grasses"
"560","Edible","Convex","Scaly","Yellow","Almond","meadows"
"561","Edible","Bell","Smooth","Yellow","Almond","grasses"
"562","Edible","Convex","Smooth","Yellow","Almond","woods"
"563","Edible","Convex","Smooth","Yellow","Almond","woods"
"564","Edible","Convex","Fibrous","White","None","grasses"
"565","Edible","Bell","Smooth","White","Almond","meadows"
"566","Poisonous","Convex","Scaly","White","Pungent","grasses"
"567","Edible","Convex","Scaly","Yellow","Almond","grasses"
"568","Edible","Flat","Smooth","Gray","None","grasses"
"569","Poisonous","Convex","Smooth","Brown","Pungent","grasses"
"570","Edible","Bell","Scaly","White","Almond","meadows"
"571","Edible","Convex","Smooth","White","Almond","meadows"
"572","Edible","Flat","Fibrous","Yellow","Anise","woods"
"573","Edible","Convex","Smooth","Yellow","Almond","grasses"
"574","Edible","Bell","Scaly","White","Anise","grasses"
"575","Edible","Convex","Scaly","Brown","Almond","grasses"
"576","Edible","Convex","Smooth","Yellow","Anise","grasses"
"577","Edible","Convex","Fibrous","Brown","None","urban"
"578","Edible","Convex","Smooth","Yellow","Anise","grasses"
"579","Edible","Convex","Scaly","Yellow","Anise","grasses"
"580","Poisonous","Convex","Smooth","Brown","Pungent","grasses"
"581","Edible","Convex","Smooth","White","Almond","meadows"
"582","Edible","Convex","Smooth","Yellow","Almond","meadows"
"583","Edible","Convex","Scaly","White","Anise","grasses"
"584","Edible","Convex","Scaly","Yellow","Almond","grasses"
"585","Edible","Flat","Scaly","Yellow","Almond","grasses"
"586","Edible","Convex","Scaly","White","Almond","meadows"
"587","Edible","Sunken","Fibrous","Gray","None","urban"
"588","Edible","Flat","Fibrous","Brown","None","urban"
"589","Edible","Sunken","Fibrous","Gray","None","urban"
"590","Edible","Convex","Scaly","White","Almond","meadows"
"591","Poisonous","Convex","Smooth","White","Pungent","urban"
"592","Edible","Convex","Smooth","Gray","None","grasses"
"593","Edible","Convex","Scaly","Yellow","Anise","grasses"
"594","Poisonous","Convex","Scaly","White","Pungent","grasses"
"595","Edible","Convex","Smooth","Yellow","Almond","meadows"
"596","Poisonous","Convex","Smooth","Brown","Pungent","urban"
"597","Edible","Bell","Smooth","Yellow","Anise","meadows"
"598","Edible","Bell","Scaly","White","Anise","meadows"
"599","Poisonous","Convex","Scaly","White","Pungent","grasses"
"600","Poisonous","Convex","Smooth","Brown","Pungent","urban"
"601","Edible","Convex","Smooth","Gray","None","grasses"
"602","Edible","Convex","Scaly","Brown","Anise","grasses"
"603","Edible","Flat","Fibrous","White","None","grasses"
"604","Edible","Flat","Scaly","Brown","Anise","paths"
"605","Edible","Bell","Scaly","White","Anise","meadows"
"606","Edible","Bell","Smooth","White","Almond","grasses"
"607","Edible","Convex","Smooth","Gray","None","grasses"
"608","Edible","Flat","Scaly","Brown","Almond","grasses"
"609","Edible","Convex","Smooth","White","Anise","meadows"
"610","Edible","Flat","Fibrous","Gray","None","urban"
"611","Edible","Flat","Smooth","Brown","None","grasses"
"612","Edible","Convex","Fibrous","Gray","None","grasses"
"613","Edible","Flat","Smooth","White","None","grasses"
"614","Poisonous","Convex","Smooth","White","Pungent","urban"
"615","Edible","Convex","Scaly","Yellow","Anise","grasses"
"616","Edible","Bell","Smooth","White","Anise","grasses"
"617","Edible","Flat","Fibrous","Gray","None","grasses"
"618","Edible","Bell","Scaly","White","Anise","grasses"
"619","Edible","Bell","Smooth","Yellow","Almond","meadows"
"620","Edible","Sunken","Fibrous","Gray","None","urban"
"621","Edible","Flat","Scaly","Yellow","Anise","grasses"
"622","Edible","Bell","Smooth","White","Anise","grasses"
"623","Edible","Convex","Fibrous","White","Anise","woods"
"624","Edible","Flat","Scaly","Yellow","Almond","paths"
"625","Edible","Flat","Fibrous","Gray","None","urban"
"626","Edible","Convex","Smooth","White","Anise","meadows"
"627","Edible","Flat","Fibrous","Yellow","Anise","woods"
"628","Edible","Sunken","Fibrous","Gray","None","urban"
"629","Edible","Bell","Scaly","White","Almond","grasses"
"630","Edible","Bell","Smooth","White","Almond","grasses"
"631","Edible","Flat","Fibrous","Brown","None","grasses"
"632","Edible","Bell","Scaly","Yellow","Almond","meadows"
"633","Edible","Convex","Fibrous","Brown","None","woods"
"634","Edible","Convex","Scaly","Brown","Anise","grasses"
"635","Edible","Convex","Scaly","Brown","Almond","grasses"
"636","Edible","Bell","Scaly","Yellow","Almond","meadows"
"637","Edible","Flat","Scaly","Yellow","Almond","grasses"
"638","Edible","Convex","Scaly","Yellow","Anise","meadows"
"639","Edible","Convex","Smooth","Brown","None","grasses"
"640","Edible","Convex","Scaly","White","Almond","meadows"
"641","Edible","Bell","Scaly","Yellow","Anise","meadows"
"642","Edible","Convex","Scaly","Brown","Almond","grasses"
"643","Edible","Flat","Scaly","Brown","Anise","paths"
"644","Edible","Flat","Scaly","Brown","Almond","grasses"
"645","Edible","Flat","Scaly","Yellow","Anise","paths"
"646","Edible","Convex","Smooth","Yellow","Anise","woods"
"647","Edible","Bell","Scaly","White","Almond","meadows"
"648","Edible","Bell","Smooth","White","Anise","meadows"
"649","Edible","Convex","Scaly","Yellow","Almond","grasses"
"650","Edible","Flat","Fibrous","White","Anise","woods"
"651","Edible","Convex","Smooth","Yellow","Almond","grasses"
"652","Edible","Bell","Smooth","Yellow","Anise","meadows"
"653","Edible","Flat","Scaly","Yellow","Almond","grasses"
"654","Poisonous","Convex","Scaly","Brown","Pungent","grasses"
"655","Poisonous","Convex","Scaly","White","Pungent","urban"
"656","Edible","Convex","Smooth","Yellow","Anise","grasses"
"657","Edible","Flat","Fibrous","White","None","grasses"
"658","Edible","Bell","Smooth","Yellow","Almond","grasses"
"659","Edible","Convex","Scaly","Yellow","Anise","paths"
"660","Edible","Flat","Fibrous","Gray","None","urban"
"661","Edible","Bell","Smooth","White","Almond","grasses"
"662","Edible","Convex","Smooth","White","Anise","meadows"
"663","Poisonous","Convex","Scaly","Brown","Pungent","grasses"
"664","Poisonous","Convex","Smooth","Brown","Pungent","grasses"
"665","Edible","Bell","Smooth","White","Anise","grasses"
"666","Edible","Bell","Smooth","Yellow","Almond","meadows"
"667","Edible","Flat","Scaly","Brown","Almond","grasses"
"668","Edible","Convex","Scaly","Yellow","Anise","grasses"
"669","Edible","Flat","Scaly","Yellow","Anise","paths"
"670","Edible","Convex","Scaly","White","Almond","grasses"
"671","Edible","Convex","Smooth","Yellow","Almond","grasses"
"672","Edible","Flat","Fibrous","Brown","None","urban"
"673","Edible","Flat","Fibrous","Brown","None","grasses"
"674","Edible","Convex","Fibrous","Yellow","Anise","woods"
"675","Edible","Flat","Scaly","Yellow","Anise","paths"
"676","Edible","Flat","Fibrous","Brown","None","urban"
"677","Edible","Flat","Fibrous","Gray","None","urban"
"678","Edible","Convex","Scaly","Brown","Anise","grasses"
"679","Edible","Convex","Scaly","Yellow","Anise","paths"
"680","Edible","Bell","Smooth","White","Almond","meadows"
"681","Edible","Convex","Smooth","White","Anise","woods"
"682","Edible","Convex","Scaly","White","Almond","meadows"
"683","Edible","Convex","Fibrous","Yellow","Almond","woods"
"684","Edible","Bell","Smooth","Yellow","Almond","grasses"
"685","Edible","Convex","Fibrous","Brown","None","woods"
"686","Edible","Convex","Scaly","White","Almond","meadows"
"687","Edible","Flat","Fibrous","Gray","None","urban"
"688","Edible","Bell","Scaly","White","Almond","meadows"
"689","Edible","Convex","Scaly","Yellow","Anise","meadows"
"690","Edible","Convex","Smooth","White","Almond","grasses"
"691","Edible","Bell","Smooth","Yellow","Almond","grasses"
"692","Edible","Bell","Scaly","White","Anise","grasses"
"693","Edible","Convex","Scaly","Brown","Almond","paths"
"694","Edible","Flat","Smooth","Gray","None","grasses"
"695","Poisonous","Convex","Scaly","Brown","Pungent","grasses"
"696","Edible","Bell","Scaly","White","Almond","grasses"
"697","Edible","Bell","Smooth","Yellow","Almond","meadows"
"698","Poisonous","Convex","Scaly","Brown","Pungent","grasses"
"699","Poisonous","Convex","Smooth","Brown","Pungent","urban"
"700","Edible","Flat","Smooth","Brown","None","grasses"
"701","Poisonous","Convex","Smooth","Brown","Pungent","grasses"
"702","Edible","Flat","Fibrous","Gray","None","grasses"
"703","Edible","Convex","Scaly","Yellow","Anise","paths"
"704","Edible","Bell","Scaly","White","Anise","meadows"
"705","Edible","Flat","Scaly","Yellow","Anise","paths"
"706","Edible","Flat","Scaly","Yellow","Anise","paths"
"707","Edible","Bell","Scaly","Yellow","Anise","meadows"
"708","Edible","Sunken","Fibrous","Brown","None","urban"
"709","Edible","Convex","Smooth","White","Almond","meadows"
"710","Edible","Bell","Scaly","Yellow","Almond","meadows"
"711","Edible","Flat","Scaly","Yellow","Almond","paths"
"712","Edible","Flat","Smooth","Brown","None","grasses"
"713","Edible","Convex","Smooth","White","Anise","meadows"
"714","Edible","Bell","Scaly","Yellow","Anise","grasses"
"715","Edible","Bell","Scaly","Yellow","Anise","grasses"
"716","Edible","Bell","Scaly","Yellow","Almond","meadows"
"717","Edible","Bell","Smooth","White","Anise","meadows"
"718","Edible","Convex","Scaly","Yellow","Almond","paths"
"719","Edible","Convex","Scaly","Brown","Almond","grasses"
"720","Edible","Sunken","Fibrous","Brown","None","urban"
"721","Edible","Flat","Scaly","Brown","Almond","grasses"
"722","Edible","Convex","Smooth","White","Almond","grasses"
"723","Edible","Flat","Smooth","Yellow","Anise","woods"
"724","Edible","Convex","Smooth","Brown","None","grasses"
"725","Edible","Flat","Scaly","Yellow","Almond","grasses"
"726","Poisonous","Convex","Scaly","Brown","Pungent","grasses"
"727","Edible","Convex","Smooth","White","Anise","grasses"
"728","Edible","Convex","Fibrous","White","None","grasses"
"729","Edible","Bell","Smooth","White","Almond","meadows"
"730","Edible","Convex","Scaly","White","Anise","meadows"
"731","Edible","Flat","Scaly","Yellow","Anise","grasses"
"732","Edible","Convex","Fibrous","Brown","None","grasses"
"733","Poisonous","Convex","Smooth","White","Pungent","grasses"
"734","Poisonous","Convex","Scaly","White","Pungent","urban"
"735","Edible","Convex","Scaly","White","Anise","grasses"
"736","Edible","Bell","Scaly","White","Almond","grasses"
"737","Edible","Convex","Fibrous","White","Almond","woods"
"738","Poisonous","Convex","Scaly","White","Pungent","urban"
"739","Edible","Convex","Smooth","White","Anise","grasses"
"740","Edible","Convex","Fibrous","Gray","None","urban"
"741","Edible","Convex","Fibrous","Brown","None","urban"
"742","Edible","Bell","Smooth","White","Almond","meadows"
"743","Edible","Convex","Scaly","Brown","Almond","grasses"
"744","Edible","Bell","Scaly","White","Almond","meadows"
"745","Edible","Flat","Scaly","Yellow","Anise","paths"
"746","Edible","Convex","Scaly","White","Anise","grasses"
"747","Edible","Bell","Scaly","White","Anise","grasses"
"748","Edible","Bell","Scaly","White","Almond","meadows"
"749","Poisonous","Convex","Smooth","Brown","Pungent","urban"
"750","Edible","Flat","Smooth","Yellow","Almond","woods"
"751","Edible","Convex","Scaly","Brown","Almond","paths"
"752","Edible","Bell","Smooth","Yellow","Anise","grasses"
"753","Edible","Flat","Smooth","White","Almond","woods"
"754","Edible","Bell","Scaly","Yellow","Anise","grasses"
"755","Edible","Bell","Scaly","Yellow","Almond","meadows"
"756","Edible","Bell","Smooth","Yellow","Almond","grasses"
"757","Edible","Flat","Scaly","Yellow","Anise","grasses"
"758","Edible","Convex","Smooth","White","None","grasses"
"759","Edible","Bell","Scaly","Yellow","Almond","meadows"
"760","Edible","Convex","Scaly","Brown","Almond","paths"
"761","Edible","Bell","Smooth","White","Anise","grasses"
"762","Edible","Flat","Scaly","Brown","Anise","grasses"
